Nom_du_POI;LAT;LONG;Adresse_postale;Code_postal;Commune
Parcours trail 2 vert - Fort de Chaudanne;47,23353000;6,03718000;4 Avenue de Chardonnet;25000;Besançon
Parcours découverte La Villéon en Puisaye;47,48959300;3,07761190;Parking de la salle des fêtes;58310;Bitry
Sentier du Patrimoine;47,29100300;6,20245207;Deluz;25960;Deluz
Les incontournables à Baume-les-Dames : Vieille ville, vallée du Doubs  et sources du Cusancin;47,35271500;6,36171200;Place de la République;25110;Baume-les-Dames
Vallée du Cusancin, Belvoir et environs;47,35271500;6,36171200;Place de la République;25110;Baume-les-Dames
Imprimerie artisanale et musée de Baume-les-Dames;47,35271500;6,36171200;Place de la République;25110;Baume-les-Dames
La Vallée du Cusancin;47,35271500;6,36171200;Place de la République;25110;Baume-les-Dames
Le Pont Plat;47,74077000;2,87591000;Rue Hugues Cosnier;89220;Rogny-les-Sept-Écluses
Le Grand Chaloy;47,74049300;2,87626400;Rue Hugues Cosnier;89220;Rogny-les-Sept-Écluses
Les Sept Écluses d'Henri IV;47,74250150;2,87895698;Rue Hugues Cosnier;89220;Rogny-les-Sept-Écluses
Le Sentier des Pèlerins;46,49531600;5,82825800;Rue du Haut;39150;Nanchez
Circuit du Fort de Chaudanne;47,22693200;6,02360322;Chemin du Fort de Chaudanne;25000;Besançon
Le Moulin Fleury;47,63964000;3,07201000;Place de la République;89170;Saint-Fargeau
Géocaching en Puisaye-Forterre;47,63987900;3,07109500;Place de la République;89170;Saint-Fargeau
Tour de l'étang du Merle;47,13785000;3,49601000;Lieu-dit Étang du Merle;58330;Crux-la-Ville
Tour de l'étang du Merle;47,13785000;3,49601000;Lieu-dit Étang du Merle;58330;Crux-la-Ville
De silhouettes en silhouettes : Balade des Remparts à l'Hérein;44,28693800;4,93197900;Musée de la figurine Parking des Moulinières;26790;Tulette
Promenade de la Perdrix;49,12412260;6,07753780;square du Tagnon;57160;Châtel-Saint-Germain
Promenade des Orchidées;49,12410314;6,07756748;square du Tagnon;57160;Châtel-Saint-Germain
Centre Départemental du Chambon;45,64880100;0,54450000;Le Chambon;16220;Eymouthiers
Chambon Station - Circuits VTT;45,65923700;0,55923100;Le Chambon;16220;Eymouthiers
Boucle autour de la Besbre;46,51968200;3,68404800;Grande Rue;3290;Dompierre-sur-Besbre
Sentier du bois des Arnauds;46,44619500;3,63013600;7 rue de la Mairie;3220;Vaumas
Vallée du Lot - VTT N°4;44,51667890;3,47322299;Route du Chapitre;48000;Mende
Les Boulaines - VTT N°2;44,51677200;3,47362750;Route du Chapitre;48000;Mende
La vallée des enfers - VTT n°8;44,51660170;3,47320859;Route du Chapitre;48000;Mende
L'Ermitage - VTT n°3;44,51675400;3,47331170;Route du Chapitre;48000;Mende
Arrêt sur Village - Vanxains;45,21607830;0,28633220;Place de la mairie;24600;Vanxains
N°33b - Lac du Montagnon par Aydius;43,00247200;-0,51361000;Espace du col de Lasserre;64490;Aydius
"Parcours du patrimoine - ""Passé, passants, passages""";45,60746300;4,06281300;Siège 1, place Eugène Baune;42600;Montbrison
Suchet Sports;46,65948010;6,07404190;70 Grande Rue;39460;Foncine-le-Haut
Balade urbaine : une véritable coulée verte entre les quartiers de Saint-Giniez, Bonneveine et Mazargues;43,26784700;5,39358400;88 Boulevard Michelet Au début de l’impasse René Magnac;13008;Marseille 8e Arrondissement
Balade urbaine : une véritable coulée verte entre les quartiers de Saint-Giniez, Bonneveine et Mazargues;43,26784700;5,39358400;88 Boulevard Michelet Au début de l’impasse René Magnac;13008;Marseille 8e Arrondissement
Balade urbaine : une véritable coulée verte entre les quartiers de Saint-Giniez, Bonneveine et Mazargues;43,26784700;5,39358400;88 Boulevard Michelet Au début de l’impasse René Magnac;13008;Marseille 8e Arrondissement
Balade et petit patrimoine;45,66364100;0,19771300;Mairie Place François Mitterand;16340;L'Isle-d'Espagnac
Circuit d'un bois à l'autre;45,66361400;0,19774600;Mairie Place François Mitterand;16340;L'Isle-d'Espagnac
Parcours pédestre : Les ponts de la Charente;45,92811000;-0,86196200;Etang du Girouin;17430;Cabariot
Circuit court - la Coulée Verte;46,10420000;-0,74953900;Planimètre derrière le parc du château;17700;Surgères
Circuit court - la Coulée Verte;46,10420000;-0,74953900;Planimètre derrière le parc du château;17700;Surgères
Circuit long  - La Vélo Ciré;46,05682400;-0,93034100;Planimètre derrière le parc du château;17700;Surgères
Circuit long  - La Vélo Ciré;46,05682400;-0,93034100;Planimètre derrière le parc du château;17700;Surgères
Circuit court - La Vélo Ciré;46,05682400;-0,93034100;Planimètre derrière le parc du château;17700;Surgères
Circuit court - La Vélo Ciré;46,05682400;-0,93034100;Planimètre derrière le parc du château;17700;Surgères
Circuit long - la Coulée Verte;46,10420000;-0,74953900;Planimètre derrière le parc du château;17700;Surgères
Circuit long - la Coulée Verte;46,10420000;-0,74953900;Planimètre derrière le parc du château;17700;Surgères
Balade augmentée « Histoires naturelles »;49,04507600;2,32271900;Gare SNCF Bouffémont - Moisselles, rue Louise Michel;95570;Bouffémont
La croix de Montfaucon;48,95686170;3,42490196;Place de l'Eglise à Montfaucon;2540;Montfaucon
La Somme naissante;49,87567940;3,32288146;De l'église de Morcourt (parking en face);2100;Morcourt
L'Abbaye de Saint-Michel;49,91859010;4,13424900;Face à l'abbaye de Saint-Michel;2830;Saint-Michel
Le point Y;49,74334090;3,16054344;De l'écluse de Saint-Simon (point Y);2640;Saint-Simon
Les Mérovingiens;49,63267340;3,17397594;De l'église de Caumont.;2300;Caumont
Découverte d'un bourg de Thiérache;49,69465990;4,01603937;Devant l'église fortifée;2340;Montcornet
Châteaux et coteaux;49,40715120;3,19883350;De l'église de Fontenoy;2290;Fontenoy
Circuit d'Albitus et de Bartel;49,50840770;3,18976879;De la place de la mairie de Saint-Aubin;2300;Saint-Aubin
La forêt de Saint-Michel;49,91859010;4,13424900;Empruntez la passerelle traversant le Gland. Prenez ensuite sur votre gauche le chemin creux montant vers le plateau.;2830;Saint-Michel
Points de vues des Beaux-Monts;49,40748070;2,88250428;Parking de Tréan;60200;Compiègne
Le Pic Mar;49,39797600;2,88519708;Parking de Tréan;60200;Compiègne
La majesté des futaies de Compiègne;49,34712900;2,90528000;Eglise;60350;Saint-Jean-aux-Bois
La Croix Méfroid;49,28820250;2,48719160;Place Arthur Dutilleul;60870;Villers-Saint-Paul
Par le bois de Monceaux et les hameaux de Saint-Arnoult;49,65515490;1,78832530;Aire de pique-nique, rue du chauffour;60220;Monceaux-l'Abbaye
Via Romana;49,59090000;1,74410000;Monument aux morts;60220;Saint-Samson-la-Poterie
Via Romana (variante);49,59090000;1,74410000;Monument aux morts;60220;Saint-Samson-la-Poterie
La vallée Saint-Barthélémy:  un air de Méditerranée;49,15173460;2,63920783;Forêt d'Ermenonville - Baraque Chaalis;60300;Fontaine-Chaalis
Senlis, ville royale;49,20627090;2,59234427;Gare routière;60300;Senlis
Circuit touristique au coeur de Chantilly;49,18725930;2,45969289;Gare SNCF;60500;Chantilly
De pierre et d'eau;49,26313460;2,46871589;Parking du Relais de la gare SNCF Place du Général de Gaulle;60100;Creil
Impressions de Mary Cassatt;49,28912440;1,96308731;Place de l'église;60240;Montchevreuil
Le Mont-Hubert;49,55620000;2,94180000;Eglise de ville;60400;Ville
A la mémoire du Capitaine Rime Bruneau, chef de l’AS38;49,52282950;2,56900823;Monument aux Morts de Saint-Martin-aux-Bois;60420;Saint-Martin-aux-Bois
AS15;49,52282950;2,56900823;Monument aux Morts de Saint-Martin-aux-Bois;60420;Saint-Martin-aux-Bois
Senlis à Chantilly;49,20616200;2,58427900;Rue Saint-Hilaire;60300;Senlis
La Boutonnière du Pays de Bray;49,39980000;1,87430000;Parking de l'église de Lalandelle;60850;Lalandelle
Vélo non guidé - Parcours mer 30km au Salin d'Aigues-Mortes;43,55781100;4,18506600;Route du Grau du Roi  - D979;30220;Aigues-Mortes
Balade non guidée de 12km au Salin d'Aigues-Mortes;43,55741400;4,18317200;Route du Grau du Roi  - D979;30220;Aigues-Mortes
Vélo non guidé - Parcours camelle 12km au Salin d'Aigues-Mortes;43,55781100;4,18506600;Route du Grau du Roi  - D979;30220;Aigues-Mortes
Balade non guidée de 4km au Salin d'Aigues-Mortes;43,55741400;4,18317200;Route du Grau du Roi  - D979;30220;Aigues-Mortes
La cyclo Bohème : l'itinéraire de la Vallée de l'Indre;47,01740000;1,13977000;6 Route de Châtillon;36700;Saint-Cyran-du-Jambot
Randonner en Lomagne;43,88293300;0,98766400;3 rue Pierre Fermat Maison Fermat;82500;Beaumont-de-Lomagne
Circuits cyclo;43,88293300;0,98766400;3 rue Pierre Fermat Maison Fermat;82500;Beaumont-de-Lomagne
Balade-Quiz à Beaumont de Lomagne;43,88293300;0,98766400;3 rue Pierre Fermat Maison Fermat;82500;Beaumont-de-Lomagne
L'incroyable enquête d'Emile Zola;50,35711300;3,51833200;Valenciennes;59300;Valenciennes
Le Valenciennois au fil de l'eau;50,36006550;3,52391210;Valenciennes;59300;Valenciennes
Boucle cyclo de Château-Chinon;47,06313000;3,93339000;3 Route de Nevers;58120;Château-Chinon (Ville)
Boucle cyclo de Château-Chinon;47,06313000;3,93339000;3 Route de Nevers;58120;Château-Chinon (Ville)
ESPACE TRAIL MONTAGNES DU CAROUX - PARCOURS 11 - LES BALCONS DE L'ORB;43,60540680;3,19033746;D146;34600;Bédarieux
Boucle cyclo de Lormes;47,27969000;3,82385000;Route de Montsauche;58140;Lormes
Boucle cyclo de Lormes;47,27969000;3,82385000;Route de Montsauche;58140;Lormes
Boucle cyclo de Chaumard;47,14419000;3,91185000;C102;58120;Chaumard
Boucle cyclo de Chaumard;47,14419000;3,91185000;C102;58120;Chaumard
Balades et randonnées : Saint Pierre de Najac à Miramont de Quercy;44,23072200;1,06485100;83 rue de la Mairie;82190;Miramont-de-Quercy
Balades et randonnées : La Chapelle Belle Cassagne à Miramont de Quercy;44,23072200;1,06485100;83 rue de la Mairie;82190;Miramont-de-Quercy
Balades et randonnées : Vallon de Saint Jean à Miramont de Quercy;44,23072200;1,06485100;83 rue de la Mairie;82190;Miramont-de-Quercy
Balades et randonnées : Les moulins du Quercy Blanc à Lauzerte;44,25639100;1,13711400;5 rue de la mairie;82110;Lauzerte
Balades et randonnées : La Promenade de l'eau et des fontaine à Lauzerte;44,25639100;1,13711400;5 rue de la mairie;82110;Lauzerte
Balades et randonnées : Le Chemin de la Fontaine à Fauroux;44,25043500;1,00553200;salle des fêtes;82190;Fauroux
Balades et randonnées : le chemin des pastourels à Montagudet;44,24372700;1,09244400;1235 Route de Garenne-Magnac;82110;Montagudet
Circuits des lavoirs;49,07309420;-0,49093660;Lieu-dit Les Pavillons du Parc;14320;Sainte-Honorine-du-Fay
La Grande Traversée du Massif Central à VTT (GTMC-VTT) en 30 jours;47,48645000;3,90706100;6 rue Bocquillot;89200;Avallon
Balades et randonnées : Prézan - Ladournie à Montaigu de Quercy;44,34165500;1,01744700;2 place de l'Hôtel de ville;82150;Montaigu-de-Quercy
Balades et randonnées : Prézan - Gouts à Montaigu de Quercy;44,34165500;1,01744700;2 place de l'Hôtel de ville;82150;Montaigu-de-Quercy
Balades et randonnées : Filhol-Lesquillou à Montaigu de Quercy;44,34165500;1,01744700;2 place de l'Hôtel de ville;82150;Montaigu-de-Quercy
Balades et randonnées : Pervillac à Montaigu de Quercy;44,34165500;1,01744700;2 place de l'Hôtel de ville;82150;Montaigu-de-Quercy
Circuit patrimoine de Saint Laurent d'Agny;45,63995300;4,68559700;Départ : Parking de la mairie;69440;Saint-Laurent-d'Agny
Circuit patrimoine de Saint Laurent d'Agny;45,63995300;4,68559700;Départ : Parking de la mairie;69440;Saint-Laurent-d'Agny
La Route des Châteaux & des Jardins en Provence;43,76431400;5,35927800;24 avenue Laurent Vibert;84160;Lourmarin
Sentier des planètes à Curienne;45,56625700;6,00907400;Parking à coté de la mairie et de l'école;73190;Curienne
Circuit Explorer Autrement - Romazières;45,99087100;-0,17510600;Parking de l'église;17510;Romazières
Circuit Explorer Autrement - Les Eduts;45,99208100;-0,21530500;Parking de la mairie;17510;Les Éduts
Circuit Explorer Autrement - Landes;45,99214700;-0,60011900;Parking de l'église;17380;Landes
Circuit Explorer Autrement - Puyrolland;46,02765900;-0,66107500;Parking de l'église;17380;Puyrolland
Circuit Explorer Autrement - Courant;46,04016900;-0,57330200;Parking centre-bourg;17330;Courant
Circuit Explorer Autrement - Torxé;45,95372900;-0,62563600;Parking place de l'église;17380;Torxé
Circuit Explorer Autrement - Villiers Couture;45,98283300;-0,15204300;Parking de la mairie;17510;Villiers-Couture
La boucle des ponts;45,91801900;-0,96059300;avenue Jacques Demy;17300;Rochefort
Circuit Explorer Autrement - Varaize;45,92393900;-0,42491700;Parking de l'église;17400;Varaize
Circuit Explorer Autrement - Voissay;45,95232800;-0,60562800;Parking de la mairie;17400;Voissay
Circuit Explorer Autrement - Vergné;46,07369700;-0,50720800;Parking route de la gare;17330;Vergné
Balades Vertes - Les Fours (VE2);46,44116890;4,33753822;Place Claude Marie Ducerf;71120;Vendenesse-lès-Charolles
Balade Verte - Le grand Mornay (M2);46,50648000;4,37953000;Place de l'Église;71220;Mornay
Circuit de Climbronn;48,99161575;7,84557269;Col du Pfaffenschlick;67510;Climbach
Circuit 2 Vallée du Steinbach;49,03144829;7,71038163;11 rue Principale;67510;Niedersteinbach
Circuit 1 Vallée du Steinbach;49,03142719;7,71038163;11 rue Principale;67510;Niedersteinbach
Circuit 4 Vallée du Steinbach;49,03139905;7,71041382;11 rue Principale;67510;Niedersteinbach
Circuit des sabotiers;49,02427492;7,81934171;Rue du Stade;67510;Wingen
Sentiers cyclo-pédestre Longuyon;49,44805556;5,61222222;Parc Beaulieu;54260;Longuyon
Sentier pédestre marie-lorette;49,40551153;5,73686285;église Rue de la mairie;54620;Boismont
Circuit VTT 10 - Les bois de Lavergne;44,59176630;0,39671456;Parking de la Mairie;47800;Lavergne
Circuit des Sources;44,15343900;0,91934900;Salle des fêtes;82400;Gasques
Circuit des Vallons;44,15340400;0,91941700;Salle polyvalente;82400;Gasques
Circuit des Lavoirs;44,15377800;0,91924200;Salle polyvalente;82400;Gasques
Evasion Jura;46,69965910;5,72843270;55 rue de la Barrette - MIREBEL;39570;Hauteroche
Evasion Jura;46,69965910;5,72843270;55 rue de la Barrette - MIREBEL;39570;Hauteroche
Deux villages provençaux au pied des Alpilles;43,63784200;4,80816800;Avenue De la République;13310;Saint-Martin-de-Crau
De la Crau aux Alpilles;43,63784200;4,80816800;Avenue De la République;13310;Saint-Martin-de-Crau
De Saint-Martin-de-Crau à Arles;43,63784200;4,80816800;Avenue De la République;13310;Saint-Martin-de-Crau
Autour d'eau, paysages de Saint Martin de Crau;43,66015300;4,85290500;Route d'Arles Parking du golf;13310;Saint-Martin-de-Crau
Smart’seille sous la mer: balade connectée sur les plages du Prado;43,26165900;5,37206800;Plages Prado Nord, Sud et Borély Prac balnéaire du Prado;13008;Marseille 8e Arrondissement
Smart’seille sous la mer: balade connectée sur les plages du Prado;43,26165900;5,37206800;Plages Prado Nord, Sud et Borély Prac balnéaire du Prado;13008;Marseille 8e Arrondissement
Smart’seille sous la mer: balade connectée sur les plages du Prado;43,26165900;5,37206800;Plages Prado Nord, Sud et Borély Prac balnéaire du Prado;13008;Marseille 8e Arrondissement
Sentier découverte : aqueduc et moulin;47,38183000;0,55708000;Parking des Varennes;37230;Luynes
Parcours de la Pierre : circuit pédestre court;44,33234100;4,78922100;agence postale;26130;Saint-Restitut
Sentier de randonnée des carrières de Guizengeard;45,30019700;-0,10980500;Impasse de l'église;16480;Guizengeard
Sentier de randonnée des carrières de Touvérac;45,37504200;-0,19839200;Route d'Oriolles;16360;Touvérac
Balades et Randonnées : Le chemin de Carcès à Bouloc en Quercy;44,30094900;1,12400200;le bourg;82110;Bouloc-en-Quercy
Balades et Randonnées : A la découverte du Bugat à Bourg de Visa;44,26165000;0,95878800;1 route de Moissac;82190;Bourg-de-Visa
VTT - Gravel - Le rocher de la Poule - 28 km - circuit 5;45,54536450;2,28637271;Ponty;19200;Ussel
VTT - Gravel - Les châteaux - 36 km - circuit 50;45,66713520;2,19466490;Place de la Poste;19290;Sornac
VTT - Gravel - La Forêt de Mirambel (raccourci) - 32 km - circuit 51;45,66713520;2,19466490;Place de la Poste;19290;Sornac
VTT - Gravel - Vers Pras - 25 km - circuit 49;45,66713520;2,19466490;Place de la Poste;19290;Sornac
Circuit Pédestre N°11 randoguide Bridiers à travers les âges;46,24496140;1,50210890;allée du Cheix;23300;La Souterraine
Boucle cyclotouristique « De Magnac à Antone»;45,61700340;1,43306713;2 Place de la Bascule;87380;Magnac-Bourg
Boucle cyclotouristique « De Magnac à La maison du Père Castor»;45,61700340;1,43306713;2 Place de la Bascule;87380;Magnac-Bourg
"Boucle cyclotouristique ""Musée Cécile Sabourdy""";45,61704280;1,43303964;2 Place de la Bascule;87380;Magnac-Bourg
Boucle cyclotouristique « St Germain -La Porcherie»;45,61139740;1,50110941;2 Place de la Bascule;87380;Magnac-Bourg
La Balade Marnaysienne;47,28813650;5,77145760;Rue Jean-Baptiste Brusset;70150;Marnay
Le Circuit des Galvachers;47,07825560;4,09921354;Mairie;71550;Anost
La Boucle des Gaudrys;47,07837250;4,09977144;Mairie;71550;Anost
Les Chemins d'en Haut;47,07825560;4,09968561;Mairie;71550;Anost
Les Balcons de Dracy;46,88868700;4,57718900;Devant la Mairie;71490;Dracy-lès-Couches
Les Moulins;46,88123560;4,59447807;Derrière l'église;71490;Saint-Maurice-lès-Couches
Entre étang et rivière;46,80168370;4,09440703;Devant la mairie;71190;Thil-sur-Arroux
Circuit du patrimoine de Montboillon;47,37184760;5,92358480;Place de la mairie;70700;Montboillon
Au coeur de la Guye;46,75561800;4,64310650;Mairie Le Bourg;71390;Sainte-Hélène
Circuit culturel de Paray-le-Monial;46,45008660;4,12122184;Office de Tourisme 25 Avenue Jean-Paul II;71600;Paray-le-Monial
MOMENTANÉMENT FERMÉ : Circuit à la découverte de Fontaine;47,85494870;6,33834889;1T Rue des Tulipes;70800;Fontaine-lès-Luxeuil
MOMENTANÉMENT FERMÉ : Circuit à la découverte de Fontaine;47,85494870;6,33834889;1T Rue des Tulipes;70800;Fontaine-lès-Luxeuil
Balade d'Architecture contemporaine dans la Nièvre : Le Sud Nivernais;46,85727850;3,39270470;2 rue de la cave;58300;Sougy-sur-Loire
Balade d'Architecture contemporaine dans la Nièvre : Le Sud Nivernais;46,85727850;3,39270470;2 rue de la cave;58300;Sougy-sur-Loire
A la découverte du Haut Folin;47,00569310;4,03452594;Chalet de Préperny;58430;Arleuf
A la découverte du Haut Folin;47,00569310;4,03452594;Chalet de Préperny;58430;Arleuf
Patrimoine naturel et rural de Plottes;46,53043100;4,87172600;Dans la rue près du pressoir;71700;Plottes
Les Pierres;46,75104590;4,38981177;Place de l'église;71710;Saint-Symphorien-de-Marmagne
La balade des champs cerisiers;47,66245100;6,87613900;Rue des Eygras;90300;Offemont
La balade des champs cerisiers;47,66245100;6,87613900;Rue des Eygras;90300;Offemont
Le sentier de la Roselière;47,65355000;6,86481700;Rue du Général Bethouart;90000;Belfort
Le sentier de la Roselière;47,65355000;6,86481700;Rue du Général Bethouart;90000;Belfort
Circuit VTT-FFC Etang-sur-Arroux;46,86937400;4,17299900;12 Rue du Moulin Parking piscine;71190;Étang-sur-Arroux
Randonnée du Château;46,79422820;4,64716479;Totem vers l'Eglise;71510;Châtel-Moron
Le Mont Roland;47,12574100;5,47513760;Sanctuaire du Mont Roland;39100;Jouhe
Trail des forts;47,23353000;6,03718000;4 Avenue de Chardonnet Rodia;25000;Besançon
Boucle vélo Le grand Pignon;46,58165350;-0,49998160;Place de l'Eglise;79160;Beugnon-Thireuil
Parcours entre Leyre et L'Eyre;44,30706900;-0,77894600;Base de loisirs Testarouman;40410;Pissos
Boucle des moulins à Sainte Mondane;44,84446100;1,33871400;Panneau d'appel parking municipal;24370;Sainte-Mondane
Boucle des moulins à Sainte Mondane;44,84446100;1,33871400;Panneau d'appel parking municipal;24370;Sainte-Mondane
Boucle de Fénelon;44,84514350;1,33664594;Panneau d'appel parking municipal;24370;Sainte-Mondane
Boucle de Fénelon;44,84514350;1,33664594;Panneau d'appel parking municipal;24370;Sainte-Mondane
La Pierre qui Vire;47,28717050;5,77224724;Rue Jean-baptiste Brusset;70150;Marnay
Le Mont Varin;47,28719320;5,77225662;Rue Jean-baptiste Brusset;70150;Marnay
Autour de Champs des Bois;46,62909420;4,62022528;Centre-Bourg;71460;Saint-Maurice-des-Champs
Tour du Salbert;47,65548200;6,82300000;Rue Victor Hugo;90300;Cravanche
Tour du Salbert;47,65548200;6,82300000;Rue Victor Hugo;90300;Cravanche
La boucle des Carrelottes;48,21086060;3,26345392;Rue de l'église;89100;Sens
La boucle des Carrelottes;48,21086060;3,26345392;Rue de l'église;89100;Sens
VTT - Gravel - Ruisseaux de Gioux - 13 km - circuit 65;45,65341170;2,46479287;Office de tourisme;19340;Merlines
VTT - Gorges du Chavanon - 29 km - circuit 67;45,65341170;2,46479287;Office de tourisme;19340;Merlines
VTT - Gravel - De Feyt à Monestier - 17 km - circuit 62;45,65341170;2,46479287;Office de tourisme;19340;Merlines
Boucle cyclable n°21 - Les Belles Filles;47,81705400;6,68604896;Place de l'Eglise;70440;Servance-Miellin
Le Mont Cornu;47,81700720;6,68615625;Place de l'Eglise;70440;Servance-Miellin
VTT - Gravel - Le Champ Nègre - 18 km - circuit 13;45,52481070;2,12886956;Lac de Sèchemailles;19250;Meymac
VTT - Gravel - La ligne de crêtes - 30 km - circuit 14;45,52481070;2,12886956;Lac de Sèchemailles;19250;Meymac
VTT - Gravel - Les croix de Millevaches - 10 km - circuit 12;45,52421680;2,13032332;Lac de Sèchemailles;19250;Meymac
VTT - Gravel - La ronde du lac - 9 km - circuit 11;45,52475050;2,12805417;Lac de Sèchemailles;19250;Meymac
Autour de Chissey-en-Morvan;47,11869000;4,22467100;Parking salle des fêtes Place des Gilandes;71540;Chissey-en-Morvan
Circuit du Balcon du Morvan;46,78850670;4,21650118;Au totem randonnée, sur la place devant l'Auberge;71190;La Tagnière
Le Mont Gédry;47,61235700;6,40161323;Place de l'église;70200;Arpenans
Du poirier au Budin;46,63082180;4,59696493;Ancienne Bascule;71460;Vaux-en-Pré
Circuit des Tuileries;47,97746000;6,04350000;Rue des Forges En Haut;70210;Passavant-la-Rochère
Circuit des Tuileries;47,97746000;6,04350000;Rue des Forges En Haut;70210;Passavant-la-Rochère
Le Tour des Roches;46,29187960;4,38407070;Le Bourg;71800;Châtenay
Le Tour de l'Argolay;46,29187960;4,38407070;Le Bourg;71800;Châtenay
Du haut de La Clayette au bord du lac;46,29345130;4,30629260;Château;71800;La Clayette
Flore et Faune en Bord de Lac;46,29345130;4,30629260;Château;71800;La Clayette
Circuit pédestre des Pelouses;47,41685650;5,85021289;Rue de Roche;70700;Bucey-lès-Gy
VTC - Circuit loisir La Vallée du Chavanon - 15 km;45,64250000;2,46861111;Place de la mairie;19340;Merlines
Circuit cyclo sportif Xaintrie Blanche;45,14083330;2,03138888;Place de la Mairie;19220;Servières-le-Château
La Boriette;44,46090000;2,29942917;Le Bourg Place du Foirail;12390;Bournazel
Les étangs;44,46090000;2,29942917;Le Bourg Place du Foirail;12390;Bournazel
Circuit vélo C21 : Des Quelles à Bellefosse;48,47833721;7,21857158;114 Grand'Rue;67130;Schirmeck
Circuit vélo H07 : De Schirmeck à Saâles;48,47836921;7,21851793;114 Grand'Rue;67130;Schirmeck
Balade en famille sur le Chemin des Lapins;44,76518480;-1,14341640;Rue de la Garenne;33740;Arès
Balade en famille sur le Chemin des Lapins;44,76518480;-1,14341640;Rue de la Garenne;33740;Arès
Base VTT FFC des Monts du Limousin - Circuit 6 Village de Vieux;45,97014480;1,41297714;Etang de Jonas;87240;Ambazac
Base VTT FFC des Monts du Limousin - Circuit 7 Tour d’étang;45,97002550;1,41280548;Etang de Jonas;87240;Ambazac
Base VTT FFC des Monts du Limousin - Circuit 5 Pierre Branlante;45,97074140;1,40902893;Etang de Jonas;87240;Ambazac
Petit détour dans le bocage bressan;46,49413650;5,38772947;Rue Édouard Vuillard;71480;Cuiseaux
Entre Bresse et Revermont - Détour à Louhans;46,49414760;5,38770801;Rue Édouard Vuillard;71480;Cuiseaux
Cuiseaux, pays des peintres;46,49415120;5,38774556;Rue Édouard Vuillard;71480;Cuiseaux
Boucle C5 : Le Grand Tour de la Montagne de Chassey;46,90717800;4,72331900;Pont de Remigny (mini RIS au PK 23.7);71150;Remigny
Nature et patrimoine;46,83942170;4,43224080;Parking des Randonneurs;71200;Saint-Sernin-du-Bois
Boucle à vélo Blaye-Terres d'oiseaux;45,12632470;-0,66365930;Place de la citadelle;33390;Blaye
Piste cyclable Bazas - Mios;44,42742520;-0,22157590;Avenue Franck Cazenave;33430;Bazas
Piste cyclable Bazas - Mios;44,42742520;-0,22157590;Avenue Franck Cazenave;33430;Bazas
Boucle de Carves;44,78633900;1,06687400;Place de l'église panneau d'appel sur le parking de l'église;24170;Carves
Boucle de Carves;44,78633900;1,06687400;Place de l'église panneau d'appel sur le parking de l'église;24170;Carves
Sur les pistes de Robin : Chasse à l'énigme à Saint-André-de-Cubzac;44,99508410;-0,44403680;9 allée du Champ de Foire;33240;Saint-André-de-Cubzac
Boucle du Bourg;45,01139700;1,31238499;Panneau d'Appel Parking Foyer Rural;24590;Archignac
Boucle de Paulin;45,00210720;1,34795410;Panneau d'Appel dans le bourg;24590;Borrèze
Boucle Lapeyre;44,79426600;1,10506100;Derriere l'église;24250;Veyrines-de-Domme
Boucle Lapeyre;44,79426600;1,10506100;Derriere l'église;24250;Veyrines-de-Domme
Boucle vélo en vallée du Thouet : Balade en Thènezéen;46,71964640;-0,02701900;Place de la mairie;79390;Thénezay
CIRCUIT NATURE DU DOMAINE DE BENQUET - LE HOUGA;43,75634300;-0,17875600;DOMAINE DU BENQUET Route d'Aire sur Adour;32460;Le Houga
Circuit pédestre : le circuit de la pomme;48,72990920;7,91352680;Rue du Rhin;67850;Herrlisheim
Circuit pédestre : entre Eberbach et Sauer;48,84310700;8,02076210;rue Principale;67480;Leutenheim
Circuit pédestre : Weckmann et la Moder;48,83367540;8,03111550;82b rue de la Gare;67480;Rœschwoog
Circuit pédestre : la ligne des Amers;48,68552087;7,90986657;Aux écluses du Rhin;67760;Gambsheim
Circuit pédestre n° 111 : l'évasion verte;46,63961390;1,75142341;Parking de la salle des fêtes;36230;Buxières-d'Aillac
Jardin Alpin;45,41497600;6,63523800;9 rue de l'église Courchevel 1850;73120;Courchevel
Circuit VTT : boucle de Courchevel Village - Chantery;45,41497600;6,63523800;9 rue de l'église Courchevel 1850;73120;Courchevel
Chemin des Ecureuils - Le Bouc Blanc;45,41465200;6,63463200;9 rue de l'église Courchevel 1850;73120;Courchevel
Circuit vtt n°48 – la corvée des moines;48,10453900;5,82417590;Centre du Village;88320;Martigny-les-Bains
Circuit vtt n°48 – la corvée des moines;48,10453900;5,82417590;Centre du Village;88320;Martigny-les-Bains
Plan du Bouc - Les Chapelets;45,47202600;6,69443100;Gare supérieure de la télécabine;73350;Champagny-en-Vanoise
"SENTIER HIVER ""Le Villard - La Traie""";45,44354900;6,54901600;Parking du Villard ou arrêt navette les Allues;73550;Les Allues
C - Le vallon de Praméruel (hiver);45,41174000;6,63996000;Courchevel 1850 Rue des Clarines Totem Sentier Sandraz;73120;Courchevel
R10 - Refuge du Saut;45,36760400;6,58468700;Méribel - Mottaret Parking de plan Ravet ou arrêt navette du Chatelet;73550;Les Allues
B12 - Explor Games - Départ Méribel-Mottaret;45,36742600;6,58447800;Méribel - Mottaret Parking de plan Ravet ou arrêt navette du Chatelet;73550;Les Allues
