FID;osm_id;amenity;name;short_name;official_name;alt_name;old_name;operator;operator-type;emergency;contact-email;addr-housename;addr-housenumber;addr-street;addr-city;addr-postcode;osm_version;osm_timestamp;healthcare-speciality;the_geom;osm_original_geom
hospitals_point.653462080;653462080;hospital;Centre hospitalier de Sierentz;;;Hôpital gériatrique de Sierentz;;GHR Mulhouse Sud Alsace;public;no;;;35;Rue Rogg-Haas;Sierentz;68510;4;2023-11-01T04:25:27Z;;POINT (830383.5488300648 6049117.764850307);"SRID=3857;POLYGON((830196.4946872414 6049158.487143495,830210.754714012 6049141.086042992,830228.9888466039 6049119.603251263,830262.1063951148 6049080.917835782,830278.12526984 6049062.4923357675,830341.5662476431 6048988.906403766,830362.6390272503 6048957.310750367,830415.7495563078 6048986.576385627,830482.997660696 6049022.683474978,830485.3353700028 6049019.196696832,830622.0468366459 6049108.994076921,830622.9930523175 6049117.587176629,830579.9792010752 6049184.613648032,830569.6710162278 6049185.968725058,830432.4252160286 6049102.615358436,830387.129315225 6049167.146393669,830290.0364553549 6049305.199811293,830215.808618894 6049255.424970415,830250.1172859564 6049208.294476009,830233.1744594579 6049195.437744872,830237.415732057 6049189.835653363,830218.6027381128 6049175.557772857,830196.4946872414 6049158.487143495))"
hospitals_point.132136150;132136150;hospital;Hopital Psychiatrique Nerval;;;;;;;;;;;Boulevard d'Eindhoven;Bayeux;14400;5;2025-03-23T21:41:09Z;;POINT (-78806.14023934912 6323309.611311205);"SRID=3857;POLYGON((-78879.32138375175 6323305.774291027,-78874.75728462922 6323305.262321141,-78875.3138820832 6323297.412120128,-78843.94404957765 6323295.2618489545,-78825.5540696986 6323293.998991541,-78825.77670868018 6323291.7804587,-78812.1957308034 6323290.927176991,-78813.30892571135 6323274.202873018,-78791.15634704348 6323272.496313261,-78790.5997495895 6323279.834522684,-78740.61729822334 6323276.421401227,-78740.39465924175 6323279.6638665795,-78736.27583808241 6323279.493210477,-78735.49660164684 6323289.391270139,-78739.83806178778 6323289.73258275,-78739.52636721356 6323294.954667404,-78739.3927838246 6323297.241463667,-78783.80926065112 6323300.483937044,-78791.49030551585 6323300.99590664,-78791.04502755268 6323306.798230892,-78790.04315213555 6323320.280117392,-78787.03752588414 6323320.280117392,-78786.43640063384 6323330.365947873,-78785.36773352223 6323348.4385576,-78798.28079445424 6323349.462502658,-78797.40137047699 6323363.575891372,-78797.27891903711 6323365.504324803,-78804.25865110985 6323366.016298352,-78820.65601210369 6323367.210903428,-78822.65976293798 6323339.052400395,-78809.74670200597 6323338.369771191,-78810.85989691388 6323321.645372924,-78823.66163835512 6323322.498657743,-78824.21823580908 6323315.160411114,-78873.7554092121 6323318.402891396,-78873.97804819368 6323315.331067939,-78878.54214731621 6323315.5017247675,-78879.32138375175 6323305.774291027))"
hospitals_point.737651555;737651555;hospital;Centre hospitalier de Lanmeur;;;;;;;;;;9;Rue de Traonbézéden;Lanmeur;29620;3;2022-05-21T12:46:34Z;geriatrics;POINT (-412914.2538598165 6215187.620093668);"SRID=3857;POLYGON((-413097.6468509312 6215090.5952840345,-413064.49590657296 6215028.659890997,-412975.9078557997 6215081.884539068,-412960.100488107 6215049.0129300915,-412837.9050830633 6215112.178425602,-412744.1184120699 6215166.448222093,-412747.4134689974 6215234.955700138,-412754.3152774266 6215283.143779993,-412768.16342208127 6215321.239514877,-412784.58304697333 6215327.810667313,-412854.9035693074 6215309.445151458,-413053.4641450353 6215270.641811344,-413034.9517137164 6215185.234649668,-413068.39208875067 6215169.41361059,-413056.1469447635 6215129.111373643,-413097.6468509312 6215090.5952840345))"
hospitals_point.484499934;484499934;hospital;Hôpital de la Tour;;;;;;;;;;5;Avenue Jacob-Daniel Maillard;Meyrin;;8;2024-12-09T10:41:46Z;;POINT (675406.590546566 5817057.445489328);"SRID=3857;POLYGON((675272.0127594874 5817046.332706612,675282.4767916219 5817038.351246902,675303.5273073309 5817020.1355231255,675300.5439449777 5817016.852834849,675307.1117949345 5817009.836897328,675300.5439449777 5817003.850826603,675371.309745275 5816932.790684044,675374.0704686466 5816930.103411791,675436.9214531485 5816991.460316754,675443.7676018323 5816998.54060597,675446.0941791899 5816987.598343211,675455.4895442128 5816977.750318319,675461.8904149334 5816971.136699926,675468.1243064178 5816964.780550658,675486.6033418896 5816981.403097513,675531.7990551516 5817025.188290796,675545.4356927739 5817038.54434665,675549.1871596136 5817042.213242636,675413.9005824524 5817190.756535068,675411.1732549281 5817192.220900185,675407.1323574123 5817193.459978552,675403.6257934523 5817193.5887139775,675399.5292361911 5817192.414003297,675395.9224846893 5817190.064582405,675272.0127594874 5817046.332706612))"
hospitals_point.419660480;419660480;hospital;Centre Hospitalier La Guerche de Bretagne;;;Centre Hospitalier Saint Jean;;;;no;;;63;Faubourg de Rennes;La Guerche-de-Bretagne;35130;10;2024-11-12T17:31:09Z;;POINT (-138442.05162474883 6097608.615698851);"SRID=3857;POLYGON((-138659.36848896721 6097771.439252522,-138649.43879038846 6097697.286279051,-138646.3218446462 6097677.0114851445,-138643.6056490709 6097658.747592921,-138589.34852925822 6097661.971607469,-138570.32402828167 6097439.700242432,-138495.4728026723 6097439.700242432,-138440.00230041 6097430.410670961,-138396.99958111654 6097424.743871116,-138352.2157499704 6097430.410670961,-138298.4706998154 6097454.008528694,-138274.37003005866 6097482.87444704,-138253.8315840073 6097571.633183613,-138246.7850602401 6097681.415432213,-138323.69569642917 6097720.220119998,-138345.7592195044 6097739.132275481,-138356.00061265737 6097743.852011465,-138381.21447732206 6097748.588368839,-138393.82697562894 6097761.983134011,-138405.6379736021 6097776.159006252,-138500.98311746656 6097777.737797695,-138659.36848896721 6097771.439252522))"
hospitals_point.7850829451;7850829451;hospital;Cabinet infirmier;;;;;Josiane Jezegou;;;;;;;Ouessant;29242;3;2024-09-22T11:29:38Z;;POINT (-567468.4256314795 6183253.380640144);
hospitals_point.414768006;414768006;hospital;Polyclinique Les Fleurs;;;;;;;;;;332;Avenue Frédéric Mistral - CS 10100;Ollioules;83196;9;2021-04-20T20:57:53Z;"cardiology;vascular_surgery;gastroenterological_surgery;plastic_surgery;intensive";POINT (654475.2317609334 5331323.620279471);"SRID=3857;POLYGON((654371.5557240687 5331273.755423644,654374.984364385 5331270.171085855,654382.4984300137 5331250.434373929,654542.5424619272 5331236.097066874,654540.8392737181 5331268.523816183,654538.2121337353 5331283.425516293,654548.8097492588 5331285.652384474,654544.356969627 5331348.859056408,654535.507070109 5331431.406638576,654499.7957774624 5331426.479997787,654479.6246857308 5331419.250195269,654470.118001217 5331414.582857378,654457.4164473175 5331409.518950939,654412.6437481204 5331388.851529956,654419.6234801932 5331360.878134179,654421.1708211153 5331354.71606699,654428.1505531879 5331319.16223902,654429.2303522486 5331313.656059845,654374.8841768433 5331303.940178202,654374.539086422 5331278.681983788,654371.5557240687 5331273.755423644))"
hospitals_point.1376523131;1376523131;hospital;Centre de réadaptation cardio-vasculaire Cardiocéan;;;;;;;;;;25;Allée de la Tourtillière;Puilboreau;17139;1;2025-04-10T17:16:47Z;;POINT (-122312.91213417145 5810826.980864862);"SRID=3857;POLYGON((-122496.05672451088 5810682.330261262,-122354.625311458 5810717.191930031,-122295.52579379585 5810719.603950946,-122223.35736791458 5810709.3126663,-122193.96902234515 5810701.867572534,-122175.35640348453 5810696.7380191395,-122140.39095142637 5810794.264363824,-122158.30225749502 5810800.2301487755,-122135.61534527133 5810851.590738858,-122173.95377790055 5810864.487214434,-122181.00030166775 5810925.641207031,-122302.93967188269 5810971.985377028,-122409.10507025226 5810979.736230007,-122496.05672451088 5810682.330261262))"
hospitals_point.499332011;499332011;hospital;Hôpital Jean Bouveri;;;;;;public;yes;;;;;Saint-Vallier;;9;2025-03-05T11:04:07Z;;POINT (482315.8642426101 5884927.520054281);"SRID=3857;POLYGON((482028.32307859004 5885248.087771827,482050.4199975124 5885225.254499172,482066.8396224044 5885211.518887224,482073.85275032435 5885207.334962474,482091.77518834214 5885198.675217591,482101.18168531416 5885191.815538105,482166.41490691906 5885130.905711597,482142.2363135188 5885082.823572743,482244.7949603866 5884994.297990287,482205.2097494604 5884914.465189425,482092.0868829163 5884686.354627432,482171.91408976424 5884638.48572961,482220.1822209722 5884609.540740286,482273.15916664066 5884577.7743325215,482351.68393544626 5884558.964262707,482502.7667483509 5884532.095120872,482503.9689988515 5884538.662405028,482586.3676859366 5884591.217070926,482567.2652613165 5884623.7618799675,482555.89954130654 5884650.793459893,482538.9010550624 5884691.235583249,482535.6616578803 5884712.899924901,482532.33320510556 5884735.131876044,482522.7708608464 5884768.569096127,482493.8166612911 5884841.119545426,482490.53273631266 5884858.146447696,482484.25431703194 5884943.832808042,482483.9537544067 5884988.622264423,482520.97861704463 5885130.4516463205,482389.89991663554 5885217.486659312,482286.7401445174 5885283.181070967,482266.89187930897 5885268.699392153,482252.85449152 5885286.019028743,482202.69392896857 5885326.918156506,482198.1075659478 5885329.9020813005,482180.81964902766 5885341.1242423365,482135.81317889993 5885370.3635530565,482130.3362599529 5885373.882655818,482076.5466820016 5885408.425075821,482070.1235473828 5885407.6790878475,482067.2849003675 5885399.92730354,482060.57233507273 5885358.865664943,482052.6575192773 5885322.134148763,482028.32307859004 5885248.087771827))"
hospitals_point.1154027587;1154027587;hospital;Centre kinésithérapeute;;;;;;;;;;;;Échavanne;;1;2023-03-13T13:16:33Z;community;POINT (749480.0735690674 6050087.483648865);"SRID=3857;POLYGON((749466.1862064264 6050092.64558349,749480.2681220117 6050076.250748338,749493.8157040412 6050086.712368381,749479.889635743 6050096.959149122,749473.1102787537 6050092.64558349,749469.8040898772 6050095.339495875,749466.1862064264 6050092.64558349))"
hospitals_point.12606589456;12606589456;hospital;Centre hospitalier de Saintonge;;;;;;;yes;;;;;Saintes;17100;1;2025-02-21T09:48:00Z;"paediatrics;radiology;orthopaedics;gastroenterology;endocrinology;otolaryngology;geriatrics;oncology;emergency;trauma";POINT (-72980.88005288488 5739775.976334562);
hospitals_point.1379166071;1379166071;hospital;PEJ Point Ecoute Jeune;;;;;Etablissement Public de Santé Mentale,de la Vallée de l'Arve;public;;;;10;Avenue de la Gare;Cluses;74300;5;2025-04-21T06:42:39Z;child_psychiatry;POINT (732714.9566914968 5790166.010688248);"SRID=3857;POLYGON((732711.7679458577 5790168.586598206,732712.246619668 5790162.939521721,732718.1799485274 5790163.4689349895,732717.6456149715 5790169.067883303,732711.7679458577 5790168.586598206))"
hospitals_point.32617022;32617022;hospital;Hôpital Désandrouins;;;;;;;;;;;Avenue d'Étain;Verdun;55100;5;2020-01-24T20:45:46Z;;POINT (602744.9481282544 6301938.356396799);"SRID=3857;POLYGON((602318.6508847267 6302162.029795621,602330.9628204083 6301663.240215283,602410.8011592051 6301653.350514789,602599.3541127108 6301637.145729422,602626.9947422749 6301541.909201137,602636.557086534 6301486.265693494,602842.7096515341 6301540.973011826,602854.208954933 6301537.27932048,602861.2332148021 6301525.636543591,603011.4477356785 6301568.258717401,603045.7564027411 6301705.097096769,603038.0196981309 6301718.884890944,603048.7397650942 6302019.787837144,603038.732142872 6302055.024671212,603035.0029399304 6302088.610447727,603038.5762955849 6302153.773704424,603178.1709370395 6302144.002588376,603232.962390408 6302179.835743548,603184.248981237 6302357.556825794,602797.090924207 6302316.650003383,602454.260288411 6302143.900451335,602424.7606233507 6302131.371650273,602318.6508847267 6302162.029795621))"
hospitals_point.41866491;41866491;hospital;Centre Hospitalier Spécialisé de Blain;C.H.S.;;Hôpital Pont Piétin;;;;no;;;;;Blain;44130;7;2024-01-22T20:33:35Z;;POINT (-202663.1237516023 6018637.547373921);"SRID=3857;POLYGON((-203163.34724158788 6018462.306707102,-203154.9871478293 6018445.593032579,-203048.0981727696 6018318.389030306,-203040.02750968706 6018307.389471063,-202993.7631293134 6018244.339871974,-202959.32087886197 6018200.160967153,-202948.37817291697 6018186.115317107,-202926.9380389902 6018147.69983967,-202918.210590912 6018132.0735326465,-202906.27714149898 6018095.0579042295,-202905.96544692473 6018056.231182954,-202914.63723525754 6017925.45985152,-202912.96744289564 6017913.884493918,-202904.18433507203 6017852.895952155,-202831.32572834782 6017852.599572603,-202792.5197538573 6017927.847373863,-202810.60917111122 6018128.121678651,-202835.21077857653 6018156.854991557,-202880.29517234783 6018161.333774427,-202880.595734973 6018250.909918452,-202867.7494657354 6018291.219485695,-202835.21077857653 6018286.147846813,-202834.01966002505 6018323.460688077,-202822.3756412881 6018325.848320202,-202819.38114698572 6018347.057108935,-202801.16927829193 6018337.802957151,-202799.97815974048 6018271.805663332,-202792.50862190823 6018261.66241129,-202787.43245312807 6018220.447338984,-202777.58067819284 6018176.861337387,-202755.7843218955 6018161.333774427,-202727.11955301627 6018165.812559612,-202724.13619066298 6018200.75375007,-202729.81348469344 6018221.352981692,-202775.78843439108 6018228.219403127,-202783.84796552453 6018263.457239115,-202679.58613044754 6018265.499062045,-202656.91035017296 6018272.464316474,-202660.83992819794 6018426.7716623675,-202630.98404076722 6018461.104638793,-202599.32477758557 6018449.759098182,-202587.98132147372 6018435.13671074,-202528.26954661225 6018448.573498283,-202530.061790414 6018380.796973883,-202596.0408526072 6018379.891314493,-202597.7997005617 6018304.623117046,-202550.06590290956 6018302.564818499,-202542.59636507733 6018348.539091459,-202504.68094651314 6018348.242694934,-202501.24117424764 6018399.173646717,-202493.62692107738 6018409.679324883,-202486.46907781938 6018430.0649875365,-202412.4193525437 6018459.9190373365,-202354.48868953486 6018433.63824676,-202237.45850886387 6018450.928231583,-202211.42087996734 6018456.592767453,-202207.59148948407 6018601.4513585875,-202187.88793961366 6018593.08614948,-202140.10961416518 6018592.493339692,-202141.01130204057 6018655.183199596,-202092.63185134184 6018654.293978548,-202089.34792636344 6018716.704344096,-202005.7469887777 6018717.00075324,-201976.49222659724 6018711.615988738,-201983.95063248038 6018749.8363621775,-201981.0785896179 6018820.497565963,-201986.04343890728 6018820.299957508,-202093.23297659212 6018816.13371355,-202124.27998257437 6018817.02295122,-202202.21475807874 6018814.042358642,-202196.53746404828 6018861.205004681,-202200.40025037882 6018984.267127475,-202328.39540089294 6018956.420319731,-202465.15139533248 6018965.2140388135,-202460.453712821 6018982.850906823,-202524.38449638354 6018995.876852021,-202581.76969388747 6019036.898003474,-202585.32078564377 6019038.676524271,-202603.47699459217 6019045.313044924,-202708.2175034796 6019069.389001276,-202723.89128778328 6019071.52982143,-202867.7494657354 6019147.858639865,-202865.95722193364 6018975.275777037,-202947.47648504155 6018963.320259604,-203093.19369848995 6018948.087702776,-203099.0268398075 6018920.059868256,-203083.03022898055 6018917.935553124,-203069.89452906692 6018905.107335616,-203056.7588291533 6018896.149002442,-203046.30592896783 6018882.118690446,-203065.41948553702 6018854.338081085,-203078.85574807576 6018826.574028278,-203083.63135423083 6018808.9539460605,-203083.93191685595 6018785.965556271,-203081.27138102596 6018688.594923231,-203099.07136760384 6018563.676246202,-203106.3182664545 6018512.760793244,-203152.83868165698 6018471.610392124,-203163.34724158788 6018462.306707102))"
hospitals_point.219765740;219765740;hospital;Centre de Réadaptation Spécialisé Saint-Luc;;;;;;;;;;8;Rue du Moulin de France;Abreschviller;57560;7;2022-06-11T11:13:01Z;;POINT (792900.9474241099 6211922.141025228);"SRID=3857;POLYGON((792667.621922883 6211882.730237636,792724.6954258127 6211852.431018962,792726.6880446979 6211851.38680101,792782.8042000068 6211821.155062728,792785.1975690587 6211819.858216192,792805.8473346009 6211839.967780819,792890.7061824326 6211844.110963362,792902.5839721003 6211844.683598509,793010.8087810496 6211798.704487662,793101.5007701989 6211765.407682451,793120.4584794809 6211813.576092274,793121.3379034582 6211879.277569687,793108.8812524384 6211918.250693231,793083.5783321811 6211957.914535293,793047.4328935205 6211995.2374533815,793032.5828734486 6212012.618940486,792990.9939116883 6212030.185731493,792945.6980108846 6212039.617580571,792890.9956131087 6212041.790275861,792832.2968456134 6212041.790275861,792774.3327867574 6212038.893348932,792752.9371806269 6212041.588164647,792677.9078438323 6211995.927996278,792667.621922883 6211882.730237636))"
hospitals_point.196991423;196991423;hospital;Hôpital Le Pratel;Centre Hospitalier Pratel;;;;Centre hospitalier Bretagne Atlantique;public;yes;;;2;Rue du Pratel;Auray;56400;8;2024-06-26T17:19:46Z;;POINT (-331628.2496886318 6052018.0131068295);"SRID=3857;POLYGON((-331853.7547673923 6052121.498958328,-331783.28952972015 6052027.73589755,-331793.4752631277 6052020.263990846,-331781.4972859184 6051988.326621859,-331800.06537698273 6051889.275243879,-331675.20943610894 6051872.480263169,-331647.7691816284 6051900.846607878,-331590.4062480226 6051902.3343557995,-331559.9492353416 6051868.298053575,-331494.2929996717 6051899.044780177,-331455.453629334 6051907.1116814315,-331422.01325429964 6051943.528544707,-331374.83605410147 6051991.302148137,-331348.5535223252 6052028.331005445,-331410.0686729376 6052058.780747359,-331581.4561609629 6052118.506856199,-331741.48906092724 6052163.289310891,-331842.4113112804 6052200.318906365,-331849.58028648753 6052190.763933032,-331853.7547673923 6052121.498958328))"
hospitals_point.557781586;557781586;hospital;Hôpital privé Saint-François;;;;;Elsan;private;yes;;;8;Rue Ambroise Croizat;Désertines;03630;5;2021-12-23T01:08:42Z;;POINT (291558.80607100565 5835736.735849177);"SRID=3857;POLYGON((291406.46344070294 5835800.796317258,291408.85680975503 5835739.743882933,291417.6621814767 5835657.035118429,291531.7201317435 5835667.629666298,291581.13485370664 5835655.841821597,291628.0114912797 5835642.699441505,291650.4089728273 5835637.78113252,291704.59930094547 5835632.701570386,291697.50824938196 5835798.76445448,291697.00731167337 5835807.714329755,291697.1408950623 5835816.035303021,291615.4769166164 5835808.714136205,291595.0163942086 5835806.617767972,291580.38901311834 5835836.708762849,291492.75830996584 5835825.130329298,291441.8519068261 5835817.825280856,291412.88657532167 5835814.987117971,291406.46344070294 5835800.796317258))"
hospitals_point.1265775481;1265775481;hospital;cabinet médical;;;;;Rémi Trauchessec;private;;;;5pl;Place Claude Bernard;Marseille;13012;1;2024-03-24T11:10:23Z;community;POINT (603812.6414128995 5360490.530004315);"SRID=3857;POLYGON((603806.7141779057 5360495.428200393,603808.2726507769 5360483.49386854,603818.4583841844 5360486.140840821,603817.5121685126 5360496.958244047,603806.7141779057 5360495.428200393))"
hospitals_point.473365611;473365611;hospital;Nouvelle Clinique Bel Air;;;;;;;;;;138;Avenue de la République;Bordeaux;33200;7;2025-02-06T20:00:43Z;;POINT (-67498.7262497225 5596224.70460419);"SRID=3857;POLYGON((-67543.07877492058 5596296.197970151,-67526.13594842184 5596130.464618271,-67524.61087139796 5596126.178857178,-67497.67155462601 5596127.654540259,-67500.87755596085 5596162.866921693,-67468.07170202407 5596165.614215353,-67451.1511394235 5596167.042808388,-67466.73586813455 5596305.444715291,-67543.07877492058 5596296.197970151))"
hospitals_point.157255866;157255866;hospital;Clinique Mirambeau;;;;;;;;;;22;Route de Maignon;Anglet;64600;3;2022-11-25T00:22:03Z;;POINT (-167675.17946123763 5384868.325674892);"SRID=3857;POLYGON((-167732.42386461765 5384886.5772805335,-167707.59961817073 5384873.844517447,-167702.92419955743 5384882.281888622,-167672.75661755246 5384866.787812906,-167703.70343599297 5384806.039013403,-167690.79037506095 5384799.289171365,-167664.40765574295 5384850.526731593,-167652.05119226492 5384844.390481909,-167651.27195582938 5384845.771137735,-167647.2644541608 5384844.083669531,-167642.2550770751 5384844.5438881,-167639.02681184208 5384845.92454395,-167637.80229744336 5384848.072231233,-167636.80042202625 5384847.765418733,-167631.45708646814 5384858.657268686,-167640.14000675004 5384863.10605615,-167643.70223045538 5384862.95264965,-167647.59841263315 5384855.282327896,-167650.60403888457 5384856.6629853435,-167640.91924318558 5384876.299024632,-167636.13250508145 5384873.844517447,-167638.47021438813 5384868.782098427,-167628.45146021672 5384863.719682174,-167622.2175687323 5384875.531991069,-167698.91669788887 5384914.957598542,-167703.92607497456 5384906.366790408,-167694.57523774795 5384901.304353628,-167699.36197585205 5384891.6397092715,-167709.26941053264 5384896.548733715,-167713.83350965517 5384887.651128822,-167720.40135961198 5384890.872674434,-167716.05989947103 5384899.923689531,-167723.74094433576 5384903.605460912,-167732.42386461765 5384886.5772805335))"
hospitals_point.1228027548;1228027548;hospital;Maison du Médical du pays bas;;;;;;;;;;3;Rue des Charbonniers;rihebourg;62136;1;2023-12-01T14:04:25Z;;POINT (305324.5169575763 6549486.062228426);"SRID=3857;POLYGON((305279.45460573124 6549524.5814479105,305324.5389995025 6549431.732691146,305373.719950535 6549459.38555445,305372.5177000344 6549461.086462826,305313.78553669184 6549540.415816047,305279.45460573124 6549524.5814479105))"
hospitals_point.10233305578;10233305578;hospital;Pharmacie les 3 Tours;;;;;;;;;;4;Rue Thiers;Langeais;37130;1;2022-12-02T15:39:12Z;;POINT (45474.17896828845 5995407.06201077);
hospitals_point.1380249086;1380249086;hospital;Hôpital Andrevetan;;;;;;;;;;459;Rue de la Patience;La Roche sur Foron;74800;1;2025-04-23T10:29:06Z;;POINT (703813.455897741 5790461.862777551);"SRID=3857;POLYGON((703650.8686586019 5790497.775668019,703653.5959861263 5790445.811143261,703659.462523291 5790388.376178849,703741.1710295334 5790403.15200981,703745.0338158639 5790408.157508624,703761.9877743117 5790408.927585616,703762.9451219325 5790412.200413577,703785.598638309 5790412.58545224,703785.4984507671 5790408.542547112,703807.7066891805 5790407.9810326565,703855.7299175087 5790403.344528943,703911.4341907016 5790398.900546691,703942.0581826189 5790397.344351268,704014.5383030743 5790400.11983402,704015.4065951026 5790452.372871004,703946.1102120838 5790453.223168597,703934.2212904671 5790511.412595961,703934.5663808885 5790529.252938102,703925.8500647594 5790529.413372998,703810.7568432282 5790529.846547227,703798.1220810232 5790530.15137355,703763.713226419 5790531.04980909,703751.1897837047 5790531.33859196,703653.8186251079 5790529.252938102,703650.8686586019 5790497.775668019))"
hospitals_point.564111083;564111083;hospital;Centre hospitalier Saint-Nazaire;CH Saint-Nazaire;;Centre hospitalier Georges Charpak;;;public;yes;;;11;Boulevard Georges Charpak;Saint-Nazaire;44600;7;2025-01-13T23:32:46Z;intensive;POINT (-251287.43116397745 5985788.992086211);"SRID=3857;POLYGON((-251589.7970293575 5985339.550729152,-251567.3995478099 5985343.881359471,-251556.86872398085 5985346.555196694,-251534.2597354007 5985351.263120674,-251520.9681882 5985355.29848612,-251497.75807436963 5985363.287202915,-251482.59635972354 5985369.701147186,-251454.454792451 5985382.758705648,-251440.1279739859 5985388.35246472,-251420.2017851339 5985378.362440054,-251408.40191910983 5985364.927597419,-251379.59243489255 5985393.4377033645,-251364.06336592688 5985408.972305666,-251348.2337343361 5985414.631697784,-251329.13130971597 5985410.465072503,-251318.67840953052 5985420.914447554,-251295.99149730676 5985443.306007862,-250932.16600554713 5985846.888922546,-250997.10979647594 5985902.517971057,-250991.53268998716 5985931.292322369,-250969.93670877325 5985996.272835976,-251066.08335297141 5986167.659017582,-251168.7867151773 5986270.078927771,-251185.2174720184 5986281.119941691,-251201.48124962332 5986262.15499924,-251215.51863741232 5986203.48862292,-251417.50785345671 5985989.415490462,-251509.14605827775 5985893.298387214,-251558.13776617587 5985841.901847429,-251574.56852301696 5985608.119510711,-251578.88771925977 5985531.954187755,-251589.7970293575 5985339.550729152))"
hospitals_point.708599413;708599413;hospital;Centre hospitalier de l’Austreberthe;;;;;;;no;;;17;Rue Pierre et Marie Curie;Barentin;76360;3;2022-08-18T20:49:41Z;;POINT (106173.64823654466 6367369.3754751505);"SRID=3857;POLYGON((106092.46183917725 6367383.831919282,106099.3747795555 6367383.677520113,106107.04469247116 6367381.533087491,106110.61804812565 6367376.763871304,106112.02067370963 6367371.119730477,106111.15238168146 6367356.486155087,106110.62918007473 6367348.508894386,106111.68671523726 6367340.239999909,106127.02654106857 6367318.006664336,106103.04832275168 6367298.981426316,106116.2396824107 6367280.779683559,106121.7277333068 6367273.179910108,106119.4679476437 6367271.241368552,106124.9114707435 6367264.104794634,106132.4032724739 6367254.686584992,106262.22406263699 6367386.611104826,106263.04782686886 6367391.586192363,106261.89010416462 6367397.419057374,106208.32316519489 6367457.497803183,106203.4696353963 6367462.953290291,106198.2487512781 6367464.960498706,106192.3265543679 6367464.5659192335,106092.46183917725 6367383.831919282))"
hospitals_point.714395432;714395432;hospital;Gustave Roussy;;;IGR;;;;no;;;114;Rue Édouard Vaillant;Villejuif;94805;15;2025-01-11T18:42:30Z;"oncology;intensive";POINT (261421.15141280933 6240166.689010586);"SRID=3857;POLYGON((261137.4805115622 6239997.275152028,261169.27335813275 6239937.43897262,261228.70683426724 6239970.28883075,261271.26427559755 6239892.912747744,261310.42647245867 6239824.831165741,261348.653585597 6239831.10025853,261514.70887001336 6239915.8939959,261551.6892048549 6239934.785980371,261552.80239976285 6239937.996608037,261550.48695435433 6239942.93083819,261554.81728254617 6239947.391925454,261566.31658594514 6239959.862704578,261574.6766797037 6239955.621285771,261587.96822690443 6239952.630326374,261603.94257383325 6239973.533268088,261648.9935717573 6239996.9202906415,261636.0693788762 6240020.189090259,261623.26763743494 6240044.843610663,261696.8275569512 6240084.672894833,261563.40001528637 6240283.83902135,261624.93742979688 6240325.426905058,261691.56214503662 6240371.290415232,261604.79973391237 6240431.704223876,261533.9226141243 6240383.339344655,261420.00937919554 6240545.9086221205,261407.92008249537 6240563.517664462,261401.4635520294 6240558.718267336,261392.5468608168 6240558.160591089,261353.65183073367 6240498.21905772,261358.28272155064 6240491.053816798,261353.19542082146 6240487.302207219,261348.9430162731 6240484.175867176,261322.44897746434 6240521.235745245,261314.5341616689 6240515.152033212,261284.1996004278 6240493.943571252,261281.42774510698 6240492.084664765,261301.09789913017 6240460.145335153,261300.2741348983 6240453.351905959,261260.72231981944 6240427.665357227,261209.51535405454 6240383.491435037,261224.743860395 6240364.818136235,261239.6718041104 6240375.717930089,261327.14665997576 6240273.530800542,261328.02608395304 6240272.466181732,261382.91772486322 6240206.645960861,261356.36802630904 6240201.8467657715,261365.9637664154 6240162.388697886,261319.2429761295 6240210.752316561,261309.16856221264 6240216.362649376,261296.84549458185 6240213.7433670275,261275.3497009097 6240196.0505584255,261245.783244155 6240166.866799131,261234.78487846465 6240149.850026971,261218.7660037394 6240125.060013852,261141.64386051788 6240035.363694059,261137.4805115622 6239997.275152028))"
hospitals_point.699244991;699244991;hospital;Clinique du Golfe Gasso-Saint-Tropez;;;;;;;;;;;Rond-Point du Général Diego Brosset;Gassin;83580;5;2023-11-06T14:42:38Z;;POINT (731569.9089941371 5350088.999992617);"SRID=3857;POLYGON((731515.2837949134 5350049.156316776,731539.5291800081 5350045.2743685655,731588.198061383 5350036.012719142,731621.2822140468 5350050.302561635,731620.057699648 5350073.456738017,731606.6770968548 5350106.621566229,731598.6064337721 5350145.777612289,731558.8765075081 5350149.231666412,731537.4920333266 5350136.103210881,731515.2837949134 5350049.156316776))"
hospitals_point.211666731;211666731;hospital;Hôpital Saint-Julien;;;;;Centre hospitalier universitaire de Rouen;public;yes;;;;Rue Guillaume Lecointe;Le Petit-Quevilly;76140;8;2025-01-05T14:27:46Z;;POINT (117647.07887107425 6346402.714491658);"SRID=3857;POLYGON((117472.69791076993 6346388.751715928,117561.86482289534 6346393.6459176205,117583.1045817387 6346271.59975331,117592.03240490032 6346213.554864004,117729.82367060422 6346213.452190617,117730.63630288703 6346238.0253904695,117764.5776156299 6346238.64143262,117778.0918018122 6346546.120552771,117744.79614211593 6346546.2745689545,117735.1781381114 6346556.935918238,117699.9566512244 6346555.344415798,117698.54289369132 6346551.596685445,117694.21256549946 6346551.596685445,117688.69111875612 6346551.596685445,117687.12151393594 6346554.882366762,117504.54641708586 6346548.584812032,117497.96743518 6346542.441278139,117487.26963211475 6346480.287449818,117481.59233808432 6346444.590277317,117474.1228002521 6346397.684491789,117472.69791076993 6346388.751715928))"
